repeat_id,family,base_instance_id,variant,instance_id,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source,plain_solved,neutral_solved,static_solved,cached_trace_solved,adapter_solved,neutral_degradation,static_degradation,adapter_degradation,neutral_lost_from_plain,static_lost_after_neutral,adapter_lost_after_static,primary_attribution,missing_methods,static_minus_neutral_final_cpu,cached_minus_static_protocol_time,adapter_minus_cached_protocol_time,weighted_binary_input_delta_final_cpu,weighted_binary_input_delta_protocol_time,weighted_binary_input_delta_final_decisions,weighted_binary_input_delta_final_conflicts,static_weights_delta_final_cpu,static_weights_delta_protocol_time,static_weights_delta_final_decisions,static_weights_delta_final_conflicts,event_collection_overhead_delta_final_cpu,event_collection_overhead_delta_protocol_time,event_collection_overhead_delta_final_decisions,event_collection_overhead_delta_final_conflicts,adapter_delta_inference_delta_final_cpu,adapter_delta_inference_delta_protocol_time,adapter_delta_inference_delta_final_decisions,adapter_delta_inference_delta_final_conflicts,adapter_inference_wall_time,warmup_decisions,warmup_conflicts,events_available,event_state_nonzero_vars,event_state_l2_sum,event_adapter_graph_gate_open,event_adapter_graph_gate_evidence
0,complete_coloring,k10_color9,base,k10_color9,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.04027000000000047,0.009297861206650992,-1.5452830560302742,-0.21928999999999998,-0.21928999999999998,-18632.0,-14898.0,0.04027000000000047,1.0002540641021733,-389.0,-519.0,0.0,0.009297861206650992,0.0,0.0,-1.5525100000000003,-1.5452830560302742,-104114.0,-96506.0,0.0072269439697265625,8.0,1.0,True,90,136.93209838867188,True,0.6931471824645996
0,complete_coloring,k10_color9,perm_seed1730,k10_color9_perm1730,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.3642099999999999,0.01009363694018095,-0.34348305603027374,-1.2757899999999998,-1.2757899999999998,-129851.0,-120061.0,0.3642099999999999,1.3241940641021728,-36014.0,-32857.0,0.0,0.01009363694018095,0.0,0.0,-0.3507100000000003,-0.34348305603027374,50712.0,48913.0,0.0072269439697265625,8.0,1.0,True,90,136.98228454589844,True,0.6931471824645996
0,complete_coloring,k10_color9,perm_seed1731,k10_color9_perm1731,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.25944000000000056,0.006476760652065039,0.38593694396972644,0.0630499999999996,0.0630499999999996,-49664.0,-42835.0,0.25944000000000056,1.2194240641021734,0.0,0.0,0.0,0.006476760652065039,0.0,0.0,0.3787099999999999,0.38593694396972644,65775.0,62632.0,0.0072269439697265625,8.0,1.0,True,90,137.00555419921875,True,0.6931471824645996
0,complete_coloring,k8_color7,base,k8_color7,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.006630999999999998,0.005716675917804337,0.01023594396972638,-0.009341000000000002,-0.009341000000000002,-212.0,-160.0,-0.006630999999999998,0.9533530641021728,0.0,0.0,0.0,0.005716675917804337,0.0,0.0,0.003008999999999998,0.01023594396972638,73.0,67.0,0.0072269439697265625,6.0,1.0,True,56,84.73548889160156,True,0.6931471824645996
0,complete_coloring,k8_color7,perm_seed1730,k8_color7_perm1730,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.0036379999999999954,0.0045321278239489615,0.006163943969726526,-0.009195000000000002,-0.009195000000000002,126.0,72.0,-0.0036379999999999954,0.9563460641021727,0.0,0.0,0.0,0.0045321278239489615,0.0,0.0,-0.0010630000000000014,0.006163943969726526,-720.0,-598.0,0.0072269439697265625,6.0,1.0,True,56,84.79159545898438,True,0.6931471824645996
0,complete_coloring,k8_color7,perm_seed1731,k8_color7_perm1731,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.0014170000000000016,0.005389504866957662,-0.007504056030273487,0.012635,0.012635,348.0,370.0,-0.0014170000000000016,0.9585670641021728,0.0,0.0,0.0,0.005389504866957662,0.0,0.0,-0.014731000000000001,-0.007504056030273487,-26.0,-19.0,0.0072269439697265625,6.0,1.0,True,56,84.7841796875,True,0.6931471824645996
0,complete_coloring,k9_color8,base,k9_color8,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.20704,0.004925767496704925,-0.10195905603027322,0.172651,0.172651,-2205.0,-2391.0,-0.20704,0.7529440641021728,-833.0,-702.0,0.0,0.004925767496704925,0.0,0.0,-0.109186,-0.10195905603027322,-4122.0,-3794.0,0.0072269439697265625,7.0,1.0,True,72,109.32144165039062,True,0.6931471824645996
0,complete_coloring,k9_color8,perm_seed1730,k9_color8_perm1730,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.23999499999999996,0.004902668834209534,-0.48513005603027337,0.28546800000000006,0.28546800000000006,6086.0,5874.0,0.23999499999999996,1.1999790641021728,0.0,0.0,0.0,0.004902668834209534,0.0,0.0,-0.492357,-0.48513005603027337,-1560.0,-1710.0,0.0072269439697265625,7.0,1.0,True,72,109.58531951904297,True,0.6931471824645996
0,complete_coloring,k9_color8,perm_seed1731,k9_color8_perm1731,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.06279699999999999,0.007075758206009919,-0.35339781130981457,0.0997070000000001,0.0997070000000001,402.0,340.0,0.06279699999999999,0.15093057353210448,0.0,0.0,0.0,0.007075758206009919,0.0,0.0,-0.35824200000000006,-0.35339781130981457,-10778.0,-9869.0,0.004844188690185547,7.0,1.0,True,72,109.56788635253906,True,0.6931471824645996
0,php,php_p10_h9,base,php_p10_h9,event,strong,strong_symmetry,large,p10_h9,main,php:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.24842999999999993,0.004625603550254986,-1.2462858113098143,0.16124000000000027,0.16124000000000027,-18632.0,-14898.0,-0.24842999999999993,-0.16029642646789544,-389.0,-519.0,0.0,0.004625603550254986,0.0,0.0,-1.2511300000000003,-1.2462858113098143,-104114.0,-96506.0,0.004844188690185547,8.0,1.0,True,90,136.93209838867188,True,0.6931471824645996
