repeat_id,family,base_instance_id,variant,instance_id,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source,plain_solved,neutral_solved,static_solved,cached_trace_solved,adapter_solved,neutral_degradation,static_degradation,adapter_degradation,neutral_lost_from_plain,static_lost_after_neutral,adapter_lost_after_static,primary_attribution,missing_methods,static_minus_neutral_final_cpu,cached_minus_static_protocol_time,adapter_minus_cached_protocol_time,weighted_binary_input_delta_final_cpu,weighted_binary_input_delta_protocol_time,weighted_binary_input_delta_final_decisions,weighted_binary_input_delta_final_conflicts,static_weights_delta_final_cpu,static_weights_delta_protocol_time,static_weights_delta_final_decisions,static_weights_delta_final_conflicts,event_collection_overhead_delta_final_cpu,event_collection_overhead_delta_protocol_time,event_collection_overhead_delta_final_decisions,event_collection_overhead_delta_final_conflicts,adapter_delta_inference_delta_final_cpu,adapter_delta_inference_delta_protocol_time,adapter_delta_inference_delta_final_decisions,adapter_delta_inference_delta_final_conflicts,adapter_inference_wall_time,warmup_decisions,warmup_conflicts,events_available,event_state_nonzero_vars,event_state_l2_sum,event_adapter_graph_gate_open,event_adapter_graph_gate_evidence
0,complete_coloring,k10_color9,base,k10_color9,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.04592000000000018,0.008945610393643388,0.2706461836242675,-0.2025199999999998,-0.2025199999999998,-18632.0,-14898.0,0.04592000000000018,0.1696415995788576,-389.0,-519.0,0.0,0.008945610393643388,0.0,0.0,0.26713999999999993,0.2706461836242675,70617.0,66968.0,0.003506183624267578,9.0,3.0,True,90,195.45620727539062,True,1.0986123085021973
0,complete_coloring,k10_color9,perm_seed1730,k10_color9_perm1730,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.28622999999999976,0.008321461548447484,0.013606183624267576,-0.75983,-0.75983,-129851.0,-120061.0,-0.28622999999999976,-0.16250840042114234,-36014.0,-32857.0,0.0,0.008321461548447484,0.0,0.0,0.010099999999999998,0.013606183624267576,88073.0,84647.0,0.003506183624267578,9.0,3.0,True,90,194.30953979492188,True,1.0986123085021973
0,complete_coloring,k10_color9,perm_seed1731,k10_color9_perm1731,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.00586999999999982,0.013473054425776176,0.8888661836242675,-0.10844000000000031,-0.10844000000000031,-49664.0,-42835.0,-0.00586999999999982,0.1178515995788576,0.0,0.0,0.0,0.013473054425776176,0.0,0.0,0.8853599999999999,0.8888661836242675,116261.0,110921.0,0.003506183624267578,9.0,3.0,True,90,193.47189331054688,True,1.0986123085021973
0,complete_coloring,k8_color7,base,k8_color7,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.0033340000000000036,0.004432434341251845,-0.012807816375732445,-0.015793,-0.015793,-212.0,-160.0,0.0033340000000000036,0.12705559957885743,0.0,0.0,0.0,0.004432434341251845,0.0,0.0,-0.016314000000000002,-0.012807816375732445,-324.0,-273.0,0.003506183624267578,7.0,3.0,True,56,125.01708984375,True,1.0986123085021973
0,complete_coloring,k8_color7,perm_seed1730,k8_color7_perm1730,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.003591999999999998,0.00432288949674367,-0.00970281637573242,-0.009563999999999996,-0.009563999999999996,126.0,72.0,0.003591999999999998,0.1273135995788574,0.0,0.0,0.0,0.00432288949674367,0.0,0.0,-0.013208999999999999,-0.00970281637573242,-651.0,-520.0,0.003506183624267578,7.0,3.0,True,56,125.11299133300781,True,1.0986123085021973
0,complete_coloring,k8_color7,perm_seed1731,k8_color7_perm1731,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.0004829999999999973,0.008171817191839237,-0.015535816375732425,0.004199000000000001,0.004199000000000001,348.0,370.0,0.0004829999999999973,0.1242045995788574,0.0,0.0,0.0,0.008171817191839237,0.0,0.0,-0.019042,-0.015535816375732425,-359.0,-332.0,0.003506183624267578,7.0,3.0,True,56,125.51768493652344,True,1.0986123085021973
0,complete_coloring,k9_color8,base,k9_color8,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.035629999999999995,0.010407862360119813,-0.09092481637573235,-0.04653600000000002,-0.04653600000000002,-2205.0,-2391.0,-0.035629999999999995,0.08809159957885737,-833.0,-702.0,0.0,0.010407862360119813,0.0,0.0,-0.09443099999999999,-0.09092481637573235,-1704.0,-1352.0,0.003506183624267578,8.0,3.0,True,72,158.36375427246094,True,1.0986123085021973
0,complete_coloring,k9_color8,perm_seed1730,k9_color8_perm1730,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.011349999999999971,0.0074048248972297115,-0.1673338163757324,0.132448,0.132448,6086.0,5874.0,0.011349999999999971,0.1350715995788574,0.0,0.0,0.0,0.0074048248972297115,0.0,0.0,-0.17083999999999994,-0.1673338163757324,-2367.0,-2177.0,0.003506183624267578,10.0,3.0,True,72,157.64891052246094,True,1.0986123085021973
0,complete_coloring,k9_color8,perm_seed1731,k9_color8_perm1731,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,permutation_variant,True,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,0.006373000000000073,0.007423239274859439,-0.16706024865722657,0.034730999999999956,0.034730999999999956,402.0,340.0,0.006373000000000073,0.1369760750274659,0.0,0.0,0.0,0.007423239274859439,0.0,0.0,-0.169721,-0.16706024865722657,-5308.0,-4752.0,0.0026607513427734375,8.0,3.0,True,72,158.0809783935547,True,1.0986123085021973
0,php,php_p10_h9,base,php_p10_h9,event,strong,strong_symmetry,large,p10_h9,main,php:large,base,False,SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order,True,True,True,True,True,not_lost,not_lost,not_lost,False,False,False,event_collection_overhead_only,,-0.06614999999999993,0.008604364998698433,0.2239507513427732,-0.08294999999999986,-0.08294999999999986,-18632.0,-14898.0,-0.06614999999999993,0.06445307502746589,-389.0,-519.0,0.0,0.008604364998698433,0.0,0.0,0.22128999999999976,0.2239507513427732,70617.0,66968.0,0.0026607513427734375,9.0,3.0,True,90,195.45620727539062,True,1.0986123085021973
